city,country,iso2,latitude,longitude,time_zone,population
Tanjombato,Madagascar,MG,-18.95,47.5167,Indian/Antananarivo,50373
Ejeda,Madagascar,MG,-24.35,44.5167,Indian/Antananarivo,49915
Ambatondrazaka,Madagascar,MG,-17.8333,48.4167,Indian/Antananarivo,47649
Faratsiho,Madagascar,MG,-19.3997,46.95,Indian/Antananarivo,46569
Majuro,Marshall Islands,MH,7.0918,171.3802,Pacific/Majuro,30000
Skopje,North Macedonia,MK,41.9961,21.4317,Europe/Skopje,422540
Kumanovo,North Macedonia,MK,42.1322,21.7144,Europe/Skopje,70842
Bitola,North Macedonia,MK,41.0319,21.3347,Europe/Skopje,69287
Tetovo,North Macedonia,MK,42.0103,20.9714,Europe/Skopje,63176
Veles,North Macedonia,MK,41.7153,21.7753,Europe/Skopje,40664
Strumica,North Macedonia,MK,41.4375,22.6431,Europe/Skopje,33825
Gostivar,North Macedonia,MK,41.8,20.9167,Europe/Skopje,32814
Kočani,North Macedonia,MK,41.9211,22.4114,Europe/Skopje,28330
Kičevo,North Macedonia,MK,41.5142,20.9631,Europe/Skopje,23428
Dračevo,North Macedonia,MK,41.9335,21.5247,Europe/Skopje,19246
Gevgelija,North Macedonia,MK,41.1392,22.5025,Europe/Skopje,15156
Struga,North Macedonia,MK,41.1775,20.6789,Europe/Skopje,15009
Debar,North Macedonia,MK,41.525,20.5272,Europe/Skopje,14561
Radoviš,North Macedonia,MK,41.6381,22.4644,Europe/Skopje,14460
Kriva Palanka,North Macedonia,MK,42.2017,22.3317,Europe/Skopje,13481
Negotino,North Macedonia,MK,41.4839,22.0892,Europe/Skopje,12488
Sveti Nikole,North Macedonia,MK,41.865,21.9425,Europe/Skopje,11728
Probištip,North Macedonia,MK,41.9936,22.1767,Europe/Skopje,10826
Delčevo,North Macedonia,MK,41.9661,22.7747,Europe/Skopje,9644
Radišani,North Macedonia,MK,42.0611,21.4478,Europe/Skopje,9123
Vinica,North Macedonia,MK,41.8828,22.5092,Europe/Skopje,8584
Studeničani,North Macedonia,MK,41.9158,21.5306,Europe/Skopje,8004
Aračinovo,North Macedonia,MK,42.0264,21.5617,Europe/Skopje,7315
Bogovinje,North Macedonia,MK,41.9233,20.9133,Europe/Skopje,6328
Bogdanci,North Macedonia,MK,41.2031,22.5728,Europe/Skopje,6031
Bamako,Mali,ML,12.6458,-7.9922,Africa/Bamako,4227569
Zégoua,Mali,ML,10.4519,-5.6511,Africa/Abidjan,230360
Koutiala,Mali,ML,12.3833,-5.4667,Africa/Bamako,214271
Sikasso,Mali,ML,11.3167,-5.6667,Africa/Bamako,213977
Ségou,Mali,ML,13.45,-6.2667,Africa/Bamako,133501
Kayes,Mali,ML,14.4497,-11.4367,Africa/Bamako,127368
Mopti,Mali,ML,14.4873,-4.1896,Africa/Bamako,120786
Nioro,Mali,ML,15.1833,-9.55,Africa/Bamako,109565
Niono,Mali,ML,14.25,-6.0,Africa/Bamako,91554
Somasso,Mali,ML,12.8728,-5.6033,Africa/Bamako,69561
Kati,Mali,ML,12.7441,-8.0726,Africa/Bamako,66895
Koro,Mali,ML,14.0639,-3.0753,Africa/Bamako,62681
Bougouni,Mali,ML,11.4177,-7.4832,Africa/Bamako,59679
Baguinéda,Mali,ML,12.6128,-7.7733,Africa/Bamako,58661
Kolondiéba,Mali,ML,11.0883,-6.8925,Africa/Bamako,57898
Kolokani,Mali,ML,13.5908,-8.0342,Africa/Bamako,57307
Pèlèngana,Mali,ML,13.4275,-6.2219,Africa/Bamako,56259
Kouri,Mali,ML,12.1833,-4.8031,Africa/Bamako,54435
Tonka,Mali,ML,16.1339,-3.7486,Africa/Bamako,53438
Kadiolo,Mali,ML,10.55,-5.7667,Africa/Bamako,52932
Koumantou,Mali,ML,11.4072,-6.8467,Africa/Bamako,51348
Wolossébougou,Mali,ML,11.9989,-7.914,Africa/Bamako,50056
Gao,Mali,ML,16.2667,-0.05,Africa/Bamako,49483
Kita,Mali,ML,13.0349,-9.4895,Africa/Bamako,46435
Markala,Mali,ML,13.6739,-6.075,Africa/Bamako,45961
Rangoon,Burma,MM,16.8053,96.1561,Asia/Yangon,6874000
Mandalay,Burma,MM,21.9747,96.0836,Asia/Yangon,1319452
Nay Pyi Taw,Burma,MM,19.7475,96.115,Asia/Yangon,1160242
Kyaukse,Burma,MM,21.6131,96.1303,Asia/Yangon,741071
Hpa-An,Burma,MM,16.8906,97.6333,Asia/Yangon,421525
Magway,Burma,MM,20.15,94.95,Asia/Yangon,289247
Pathein,Burma,MM,16.7667,94.7333,Asia/Yangon,287071
Bago,Burma,MM,17.3433,96.4981,Asia/Yangon,284179
Taunggyi,Burma,MM,20.7806,97.0372,Asia/Yangon,264804
Mawlamyine,Burma,MM,16.4847,97.6258,Asia/Yangon,253734
Meiktila,Burma,MM,20.8775,95.8583,Asia/Yangon,252615
Natogyi,Burma,MM,21.4167,95.65,Asia/Yangon,250000
Myitkyina,Burma,MM,25.3867,97.3936,Asia/Yangon,243031
Myeik,Burma,MM,12.4394,98.6003,Asia/Yangon,222056
Thingangyun,Burma,MM,16.8281,96.1842,Asia/Yangon,209486
Monywa,Burma,MM,22.1086,95.1358,Asia/Yangon,207489
Ingabu,Burma,MM,17.8167,95.2667,Asia/Yangon,190412
Kyaukpyu,Burma,MM,19.4333,93.55,Asia/Yangon,180000
Letpandan,Burma,MM,17.7866,95.7507,Asia/Yangon,176571
Katha,Burma,MM,24.1822,96.3306,Asia/Yangon,167700
Muse,Burma,MM,23.9792,97.9047,Asia/Yangon,165022
Mahlaing,Burma,MM,21.1,95.65,Asia/Yangon,157674
Mudon,Burma,MM,16.2561,97.7244,Asia/Yangon,152300
Lashio,Burma,MM,22.9358,97.7497,Asia/Yangon,149423
Kyaikmaraw,Burma,MM,16.3753,97.7336,Asia/Yangon,147740
Ulaanbaatar,Mongolia,MN,47.9214,106.9055,Asia/Ulaanbaatar,1396288
Mörön,Mongolia,MN,49.6375,100.1614,Asia/Ulaanbaatar,134530
Erdenet,Mongolia,MN,49.0278,104.0444,Asia/Ulaanbaatar,106810
Darhan,Mongolia,MN,49.4867,105.9228,Asia/Ulaanbaatar,74738
Nalayh,Mongolia,MN,47.7725,107.255,Asia/Ulaanbaatar,42406
Ölgiy,Mongolia,MN,48.9656,89.9632,Asia/Hovd,40564
Choybalsan,Mongolia,MN,48.0706,114.5228,Asia/Ulaanbaatar,38150
Arvayheer,Mongolia,MN,46.2689,102.7575,Asia/Ulaanbaatar,30000
Ulaangom,Mongolia,MN,49.9754,92.0661,Asia/Hovd,26319
Bayanhongor,Mongolia,MN,46.1944,100.7181,Asia/Ulaanbaatar,26252
Hovd,Mongolia,MN,48.0067,91.6464,Asia/Hovd,26023
Uliastay,Mongolia,MN,47.7428,96.8433,Asia/Ulaanbaatar,22006
Sühbaatar,Mongolia,MN,50.2364,106.2064,Asia/Ulaanbaatar,21962
Tsetserleg,Mongolia,MN,47.4769,101.4503,Asia/Ulaanbaatar,21620
Öndörhaan,Mongolia,MN,47.3239,110.6617,Asia/Ulaanbaatar,20935
Saynshand,Mongolia,MN,44.8917,110.1367,Asia/Ulaanbaatar,19891
Dalanzadgad,Mongolia,MN,43.57,104.4258,Asia/Ulaanbaatar,19396
Dzüünharaa,Mongolia,MN,48.8667,106.4667,Asia/Ulaanbaatar,18830
Altay,Mongolia,MN,46.3728,96.2572,Asia/Ulaanbaatar,15800
Dzuunmod,Mongolia,MN,47.7069,106.9528,Asia/Ulaanbaatar,14660
Baruun-Urt,Mongolia,MN,46.6829,113.2786,Asia/Ulaanbaatar,14297
Mandalgovĭ,Mongolia,MN,45.7667,106.2708,Asia/Ulaanbaatar,12339
Bulgan,Mongolia,MN,48.8125,103.5347,Asia/Ulaanbaatar,12323
Harhorin,Mongolia,MN,47.1925,102.824,Asia/Ulaanbaatar,12159
Choyr,Mongolia,MN,46.3592,108.3651,Asia/Ulaanbaatar,10085
Macau,Macau,MO,22.19,113.5381,Asia/Macau,682100
Capitol Hill,Northern Mariana Islands,MP,15.2137,145.7546,Pacific/Saipan,2500
Fort-de-France,Martinique,MQ,14.6,-61.0667,America/Martinique,75506
Le Lamentin,Martinique,MQ,14.6153,-61.0019,America/Martinique,39400
Le Robert,Martinique,MQ,14.6775,-60.9392,America/Martinique,21553
Schœlcher,Martinique,MQ,14.6161,-61.1014,America/Martinique,19478
Ducos,Martinique,MQ,14.5758,-60.9758,America/Martinique,18105
Saint-Joseph,Martinique,MQ,14.6708,-61.0381,America/Martinique,16258
Le François,Martinique,MQ,14.6153,-60.9025,America/Martinique,15778
Sainte-Marie,Martinique,MQ,14.7814,-60.9936,America/Martinique,14756
Rivière Salée,Martinique,MQ,14.5289,-60.9814,America/Martinique,11829
Rivière-Pilote,Martinique,MQ,14.4867,-60.9033,America/Martinique,11604
La Trinité,Martinique,MQ,14.7386,-60.9631,America/Martinique,11454
Le Saint-Esprit,Martinique,MQ,14.5606,-60.9372,America/Martinique,10322
Gros-Morne,Martinique,MQ,14.7081,-61.0075,America/Martinique,9610
Sainte-Luce,Martinique,MQ,14.4683,-60.9217,America/Martinique,9410
Nouakchott,Mauritania,MR,18.0858,-15.9785,Africa/Nouakchott,1446761
Arafat,Mauritania,MR,18.046,-15.9723,Africa/Nouakchott,216919
Dar Naim,Mauritania,MR,18.0973,-15.9327,Africa/Nouakchott,186925
Nouadhibou,Mauritania,MR,20.9148,-17.0502,Africa/Nouakchott,173525
Kiffa,Mauritania,MR,16.6229,-11.3991,Africa/Nouakchott,84101
Zouerate,Mauritania,MR,22.7349,-12.4734,Africa/Nouakchott,62380
Rosso,Mauritania,MR,16.5128,-15.805,Africa/Nouakchott,61156
Ksar,Mauritania,MR,18.1006,-15.962,Africa/Nouakchott,57758
Kaédi,Mauritania,MR,16.1454,-13.5036,Africa/Nouakchott,49152
Atar,Mauritania,MR,20.5186,-13.0539,Africa/Nouakchott,35170
Néma,Mauritania,MR,16.6124,-7.2604,Africa/Nouakchott,35042
Aleg,Mauritania,MR,17.0517,-13.9153,Africa/Nouakchott,27120
Boutilimit,Mauritania,MR,17.5481,-14.6944,Africa/Nouakchott,26926
Sélibaby,Mauritania,MR,15.1591,-12.1833,Africa/Nouakchott,26420
Aioun,Mauritania,MR,16.663,-9.6032,Africa/Nouakchott,24199
Guérou,Mauritania,MR,16.8196,-11.8375,Africa/Nouakchott,22323
Tidjikja,Mauritania,MR,18.5547,-11.4324,Africa/Nouakchott,19386
Akjoujt,Mauritania,MR,19.744,-14.3848,Africa/Nouakchott,18138
Timbedgha,Mauritania,MR,16.2413,-8.1643,Africa/Nouakchott,17832
Bababé,Mauritania,MR,16.3417,-13.9461,Africa/Nouakchott,14513
Oualâta,Mauritania,MR,17.2978,-7.0235,Africa/Nouakchott,13086
Fdérik,Mauritania,MR,22.6781,-12.7127,Africa/Nouakchott,11623
Bogué,Mauritania,MR,16.5803,-14.2706,Africa/Nouakchott,10415
Mbagne,Mauritania,MR,16.1478,-13.7842,Africa/Nouakchott,10383
Bîr Mogreïn,Mauritania,MR,25.2297,-11.5791,Africa/Nouakchott,1613
Brades,Montserrat,MS,16.7928,-62.2106,America/Montserrat,391
Valletta,Malta,MT,35.8978,14.5125,Europe/Malta,480134
Saint Paul’s Bay,Malta,MT,35.9483,14.4017,Europe/Malta,40204
Mosta,Malta,MT,35.9,14.4333,Europe/Malta,25496
Birkirkara,Malta,MT,35.9,14.4667,Europe/Malta,24356
Sliema,Malta,MT,35.9125,14.5019,Europe/Malta,22591
Qormi,Malta,MT,35.8794,14.4722,Europe/Malta,20041
Żabbar,Malta,MT,35.8772,14.5381,Europe/Malta,17962
Imsida,Malta,MT,35.8978,14.4894,Europe/Malta,16609
Marsaskala,Malta,MT,35.8625,14.5675,Europe/Malta,15579
Swieqi,Malta,MT,35.9208,14.48,Europe/Malta,15398
Żebbuġ,Malta,MT,35.8733,14.4417,Europe/Malta,15017
Naxxar,Malta,MT,35.9136,14.4436,Europe/Malta,14890
San Ġwann,Malta,MT,35.9056,14.4761,Europe/Malta,14720
Mellieħa,Malta,MT,35.95,14.3667,Europe/Malta,14288
Fgura,Malta,MT,35.8725,14.5228,Europe/Malta,13986
San Ġiljan,Malta,MT,35.9184,14.4898,Europe/Malta,13792
Żejtun,Malta,MT,35.8556,14.5333,Europe/Malta,12858
Birżebbuġa,Malta,MT,35.8267,14.5278,Europe/Malta,12601
Rabat,Malta,MT,35.8817,14.3989,Europe/Malta,12352
Attard,Malta,MT,35.9,14.45,Europe/Malta,12268
Ħamrun,Malta,MT,35.8847,14.4844,Europe/Malta,11936
Żurrieq,Malta,MT,35.8292,14.4744,Europe/Malta,10823
Tarxien,Malta,MT,35.865,14.5111,Europe/Malta,10048
Paola,Malta,MT,35.8731,14.4989,Europe/Malta,9815
Santa Venera,Malta,MT,35.8903,14.4778,Europe/Malta,9758
Port Louis,Mauritius,MU,-20.1619,57.4989,Indian/Mauritius,300000
Quatre Bornes,Mauritius,MU,-20.25,57.4667,Indian/Mauritius,81773
Curepipe,Mauritius,MU,-20.3167,57.5167,Indian/Mauritius,79718
Triolet,Mauritius,MU,-20.0547,57.5453,Indian/Mauritius,23386
Quartier Militaire,Mauritius,MU,-20.25,57.55,Indian/Mauritius,22745
Goodlands,Mauritius,MU,-20.035,57.6431,Indian/Mauritius,20712
Bel Air,Mauritius,MU,-20.2582,57.7545,Indian/Mauritius,17605
Centre de Flacq,Mauritius,MU,-20.2002,57.7177,Indian/Mauritius,15791
Mahébourg,Mauritius,MU,-20.4,57.7,Indian/Mauritius,15753
Bambous,Mauritius,MU,-20.26,57.4148,Indian/Mauritius,15345
Le Hochet,Mauritius,MU,-20.135,57.5211,Indian/Mauritius,15034
Baie du Tombeau,Mauritius,MU,-20.1194,57.4914,Indian/Mauritius,14687
Rose Belle,Mauritius,MU,-20.4025,57.6061,Indian/Mauritius,12799
Grand Baie,Mauritius,MU,-20.0131,57.5844,Indian/Mauritius,11910
Lalmatie,Mauritius,MU,-20.0184,57.5802,Indian/Mauritius,11910
Surinam,Mauritius,MU,-20.5097,57.5053,Indian/Mauritius,10507
Plaine Magnien,Mauritius,MU,-20.4286,57.6531,Indian/Mauritius,10443
Moka,Mauritius,MU,-20.219,57.496,Indian/Mauritius,8845
Male,Maldives,MV,4.175,73.5083,Indian/Maldives,133019
Hithadhoo,Maldives,MV,-0.6028,73.0889,Indian/Maldives,16865
Foammulah,Maldives,MV,-0.2792,73.4083,Indian/Maldives,14251
Thinadhoo,Maldives,MV,0.5303,72.9967,Indian/Maldives,10150
Viligili,Maldives,MV,0.7569,73.4361,Indian/Maldives,8870
Kulhudhuffushi,Maldives,MV,6.6226,73.07,Indian/Maldives,6998
Naifaru,Maldives,MV,5.4444,73.3657,Indian/Maldives,5082
Kudahuvadhoo,Maldives,MV,2.6667,72.9,Indian/Maldives,3580
Mahibadhoo,Maldives,MV,3.7542,72.9764,Indian/Maldives,2580
Eydhafushi,Maldives,MV,5.1167,73.0333,Indian/Maldives,2409
Funadhoo,Maldives,MV,6.1333,73.2833,Indian/Maldives,2255
Ungoofaaru,Maldives,MV,5.6681,73.0217,Indian/Maldives,1754
Manadhoo,Maldives,MV,5.7628,73.4106,Indian/Maldives,1745
Veymandoo,Maldives,MV,2.1833,73.1167,Indian/Maldives,1321
Felidhoo,Maldives,MV,3.4718,73.547,Indian/Maldives,620
Dhihdhoo,Maldives,MV,6.8874,73.114,Indian/Maldives,0
Fonadhoo,Maldives,MV,1.8342,73.5031,Indian/Maldives,0
Muli,Maldives,MV,2.9217,73.5811,Indian/Maldives,0
Nilandhoo,Maldives,MV,3.0567,72.89,Indian/Maldives,0
Rasdhoo,Maldives,MV,4.2631,72.9919,Indian/Maldives,0
Thulusdhoo,Maldives,MV,4.3742,73.6517,Indian/Maldives,0
Lilongwe,Malawi,MW,-13.9864,33.7681,Africa/Blantyre,989318
Blantyre,Malawi,MW,-15.7861,35.0058,Africa/Blantyre,800264
Mzuzu,Malawi,MW,-11.45,34.0333,Africa/Blantyre,150100
Zomba,Malawi,MW,-15.386,35.3188,Africa/Blantyre,101140
Kasungu,Malawi,MW,-13.0333,33.4847,Africa/Blantyre,58653
Mangochi,Malawi,MW,-14.4722,35.2639,Africa/Blantyre,51429
Karonga,Malawi,MW,-9.9333,33.9333,Africa/Blantyre,42555
Salima,Malawi,MW,-13.7778,34.45,Africa/Blantyre,36789
Liwonde,Malawi,MW,-15.0667,35.2333,Africa/Blantyre,36421
Dedza,Malawi,MW,-14.3833,34.3333,Africa/Blantyre,30928
Nkhotakota,Malawi,MW,-12.9167,34.3,Africa/Blantyre,28350
Mchinji,Malawi,MW,-13.8,32.8833,Africa/Blantyre,28011
Nsanje,Malawi,MW,-16.9167,35.2667,Africa/Blantyre,26844
Mzimba,Malawi,MW,-11.8986,33.5944,Africa/Blantyre,26096
Chiromo,Malawi,MW,-16.55,35.1333,Africa/Blantyre,25235
Mponela,Malawi,MW,-13.5236,33.7361,Africa/Blantyre,24543
Rumphi,Malawi,MW,-11.0172,33.8539,Africa/Blantyre,22358
Mulanje,Malawi,MW,-16.0333,35.5,Africa/Blantyre,20870
Mwanza,Malawi,MW,-15.6094,34.5234,Africa/Blantyre,18039
Chitipa,Malawi,MW,-9.7024,33.2697,Africa/Blantyre,17743
Ntcheu,Malawi,MW,-14.8167,34.6333,Africa/Blantyre,14642
Monkey Bay,Malawi,MW,-14.0833,34.9167,Africa/Blantyre,14591
Nkhata Bay,Malawi,MW,-11.6,34.3,Africa/Blantyre,14274
Luchenza,Malawi,MW,-16.0167,35.3,Africa/Blantyre,12600
Ntchisi,Malawi,MW,-13.3542,33.9208,Africa/Blantyre,9357
Mexico City,Mexico,MX,19.3538,-99.1359,America/Mexico_City,21804000
Guadalajara,Mexico,MX,20.6764,-103.3422,America/Mexico_City,5525000
Monterrey,Mexico,MX,25.6844,-100.3181,America/Monterrey,5324281
San Luis Potosí,Mexico,MX,22.1497,-100.975,America/Mexico_City,2822255
Toluca,Mexico,MX,19.2922,-99.6539,America/Mexico_City,2476689
Tijuana,Mexico,MX,32.5364,-117.0372,America/Tijuana,2002000
Ecatepec,Mexico,MX,19.5991,-99.0492,America/Mexico_City,1655015
León de los Aldama,Mexico,MX,21.1219,-101.6833,America/Mexico_City,1579803
Puebla,Mexico,MX,19.0413,-98.2062,America/Mexico_City,1576259
Juárez,Mexico,MX,31.6685,-106.42,America/Ciudad_Juarez,1321004
Zapopan,Mexico,MX,20.7208,-103.3911,America/Mexico_City,1257547
Nezahualcóyotl,Mexico,MX,19.3876,-98.9926,America/Mexico_City,1077208
Ciudad Nezahualcóyotl,Mexico,MX,19.4006,-99.0148,America/Mexico_City,1072676
Saltillo,Mexico,MX,25.4231,-100.9919,America/Monterrey,1017806
Aguascalientes,Mexico,MX,21.8808,-102.2961,America/Mexico_City,934424
Chihuahua,Mexico,MX,28.6369,-106.0769,America/Chihuahua,925762
Naucalpan de Juárez,Mexico,MX,19.4786,-99.2337,America/Mexico_City,913681
Hermosillo,Mexico,MX,29.075,-110.9583,America/Hermosillo,899817
Mérida,Mexico,MX,20.97,-89.62,America/Merida,892363
Cancún,Mexico,MX,21.1614,-86.8248,America/Cancun,888797
Mexicali,Mexico,MX,32.636,-115.4759,America/Tijuana,862360
Culiacán,Mexico,MX,24.7903,-107.3878,America/Mazatlan,808416
Querétaro,Mexico,MX,20.5881,-100.3881,America/Mexico_City,794789
Morelia,Mexico,MX,19.7028,-101.1922,America/Mexico_City,743275
Guadalupe,Mexico,MX,25.6716,-100.2145,America/Monterrey,691931
Kuala Lumpur,Malaysia,MY,3.1478,101.6953,Asia/Kuala_Lumpur,8911000
Klang,Malaysia,MY,3.0333,101.45,Asia/Kuala_Lumpur,878000
Ipoh,Malaysia,MY,4.6,101.07,Asia/Kuala_Lumpur,866772
Taman Ria,Malaysia,MY,4.6333,101.1167,Asia/Kuala_Lumpur,858118
Seberang Jaya,Malaysia,MY,5.4083,100.3696,Asia/Kuala_Lumpur,815767
Johor Bahru,Malaysia,MY,1.4556,103.7611,Asia/Kuala_Lumpur,797882
George Town,Malaysia,MY,5.4111,100.3356,Asia/Kuala_Lumpur,794313
Petaling Jaya,Malaysia,MY,3.1073,101.6067,Asia/Kuala_Lumpur,638516
Kuantan,Malaysia,MY,3.8167,103.3333,Asia/Kuala_Lumpur,607778
Shah Alam,Malaysia,MY,3.0833,101.5333,Asia/Kuala_Lumpur,584340
Sungai Petani,Malaysia,MY,5.6469,100.4878,Asia/Kuala_Lumpur,544851
Pasir Gudang,Malaysia,MY,1.45,103.89,Asia/Kuala_Lumpur,534659
Kota Bharu,Malaysia,MY,6.1333,102.25,Asia/Kuala_Lumpur,491237
Melaka,Malaysia,MY,2.1889,102.2511,Asia/Kuala_Lumpur,455300
Kota Kinabalu,Malaysia,MY,5.975,116.0725,Asia/Kuching,452058
Seremban,Malaysia,MY,2.7297,101.9381,Asia/Kuala_Lumpur,419536
Sandakan,Malaysia,MY,5.8388,118.1173,Asia/Kuching,396290
Muar,Malaysia,MY,2.05,102.56,Asia/Kuala_Lumpur,357148
Kuching,Malaysia,MY,1.55,110.3333,Asia/Kuching,325132
Kluang,Malaysia,MY,2.0336,103.3194,Asia/Kuala_Lumpur,323762
Kuala Terengganu,Malaysia,MY,5.3303,103.1408,Asia/Kuala_Lumpur,255109
Sibu,Malaysia,MY,2.3,111.8167,Asia/Kuching,247995
Taiping,Malaysia,MY,4.85,100.7333,Asia/Kuala_Lumpur,245182
Kajang,Malaysia,MY,2.9931,101.789,Asia/Kuala_Lumpur,236240
Miri,Malaysia,MY,4.4147,114.0089,Asia/Kuching,234541
Maputo,Mozambique,MZ,-25.9689,32.5733,Africa/Maputo,1133200
Matola,Mozambique,MZ,-25.9667,32.4667,Africa/Maputo,1032197
Nampula,Mozambique,MZ,-15.1167,39.2667,Africa/Maputo,743000
Beira,Mozambique,MZ,-19.8333,34.85,Africa/Maputo,530604
Quelimane,Mozambique,MZ,-17.8764,36.8872,Africa/Maputo,349842
Chimoio,Mozambique,MZ,-19.1167,33.45,Africa/Maputo,238976
Cidade de Nacala,Mozambique,MZ,-14.55,40.6833,Africa/Maputo,206449
Malema,Mozambique,MZ,-14.9486,37.4144,Africa/Maputo,195077
Maxixe,Mozambique,MZ,-23.8597,35.3472,Africa/Maputo,155521
Tete,Mozambique,MZ,-16.1579,33.5898,Africa/Maputo,152909
Vila Junqueiro,Mozambique,MZ,-15.4669,36.9778,Africa/Maputo,145466
Lichinga,Mozambique,MZ,-13.3,35.2456,Africa/Maputo,142253
Pemba,Mozambique,MZ,-12.9667,40.5167,Africa/Maputo,141316
Mandimba,Mozambique,MZ,-14.353,35.651,Africa/Maputo,118922
Xai-Xai,Mozambique,MZ,-25.05,33.65,Africa/Maputo,116343
António Enes,Mozambique,MZ,-16.2308,39.9105,Africa/Maputo,103769
Inhambane,Mozambique,MZ,-23.865,35.3833,Africa/Maputo,82119
Cuamba,Mozambique,MZ,-14.82,36.5486,Africa/Maputo,79013
Montepuez,Mozambique,MZ,-13.1167,39.0,Africa/Maputo,76139
Palma,Mozambique,MZ,-10.7833,40.4833,Africa/Maputo,75000
Dondo,Mozambique,MZ,-19.6167,34.75,Africa/Maputo,70817
Mocuba,Mozambique,MZ,-16.8391,36.9855,Africa/Maputo,69045
Chokwé,Mozambique,MZ,-24.5253,33.0086,Africa/Maputo,63695
Manhiça,Mozambique,MZ,-25.4,32.8,Africa/Maputo,60031
Pebane,Mozambique,MZ,-17.2572,38.1486,Africa/Maputo,58342
Windhoek,Namibia,NA,-22.57,17.0836,Africa/Windhoek,486169
Rundu,Namibia,NA,-17.9167,19.7667,Africa/Windhoek,118632
Walvisbaai,Namibia,NA,-22.9494,14.5069,Africa/Windhoek,102704
Swakopmund,Namibia,NA,-22.6667,14.5333,Africa/Windhoek,75921
Oshakati,Namibia,NA,-17.8,15.6833,Africa/Windhoek,58656
Otjiwarongo,Namibia,NA,-20.4642,16.6528,Africa/Windhoek,49022
Katima Mulilo,Namibia,NA,-17.5,24.2667,Africa/Windhoek,46401
Okahandja,Namibia,NA,-21.9833,16.9167,Africa/Windhoek,45159
Rehoboth,Namibia,NA,-23.3167,17.0833,Africa/Windhoek,40788
Tsumeb,Namibia,NA,-19.25,17.7167,Africa/Windhoek,34960
Ongwediva,Namibia,NA,-17.7833,15.7667,Africa/Windhoek,33777
Gobabis,Namibia,NA,-22.45,18.9667,Africa/Windhoek,33404
Ondangwa,Namibia,NA,-17.9208,15.9542,Africa/Windhoek,30364
Grootfontein,Namibia,NA,-19.5658,18.1036,Africa/Windhoek,26839
Keetmanshoop,Namibia,NA,-26.5833,18.1333,Africa/Windhoek,18900
Mariental,Namibia,NA,-24.6333,17.9667,Africa/Windhoek,18494
Eenhana,Namibia,NA,-17.4797,16.3333,Africa/Windhoek,16588
Lüderitz,Namibia,NA,-26.6478,15.1578,Africa/Windhoek,16156
Outjo,Namibia,NA,-20.1069,16.1503,Africa/Windhoek,15063
Outapi,Namibia,NA,-17.5,14.9833,Africa/Windhoek,13664
Oshikango,Namibia,NA,-17.4,15.8833,Africa/Windhoek,12423
Opuwo,Namibia,NA,-18.05,13.8333,Africa/Windhoek,12331
Omatjete,Namibia,NA,-21.05,15.5,Africa/Windhoek,12000
Otjimbingwe,Namibia,NA,-22.3575,16.1286,Africa/Windhoek,10981
Khorixas,Namibia,NA,-20.3667,14.9667,Africa/Windhoek,10906
Nouméa,New Caledonia,NC,-22.2667,166.45,Pacific/Noumea,96082
Dumbéa,New Caledonia,NC,-22.15,166.45,Pacific/Noumea,35873
Mont-Dore,New Caledonia,NC,-22.2833,166.5833,Pacific/Noumea,27620
Païta,New Caledonia,NC,-22.1333,166.3667,Pacific/Noumea,24563
Koné,New Caledonia,NC,-21.0667,164.8667,Pacific/Noumea,8144
Wé,New Caledonia,NC,-20.9167,167.265,Pacific/Noumea,0
Niamey,Niger,NE,13.515,2.1175,Africa/Niamey,1496260
Maradi,Niger,NE,13.501,7.1036,Africa/Niamey,267249
Zinder,Niger,NE,13.8017,8.9854,Africa/Niamey,235605
Madaoua,Niger,NE,14.073,5.96,Africa/Niamey,127254
Tahoua,Niger,NE,14.8905,5.258,Africa/Niamey,117826
Agadez,Niger,NE,16.9742,7.9865,Africa/Niamey,110497
Arlit,Niger,NE,18.7333,7.3833,Africa/Niamey,78651
Gouré,Niger,NE,13.9835,10.2704,Africa/Niamey,73732
Birnin Konni,Niger,NE,13.7956,5.2553,Africa/Niamey,65252
Dosso,Niger,NE,13.0505,3.2081,Africa/Niamey,58671
Matamey,Niger,NE,13.4228,8.475,Africa/Niamey,58025
Diffa,Niger,NE,13.3154,12.6113,Africa/Niamey,56437
Tillabéri,Niger,NE,14.2117,1.4531,Africa/Niamey,51439
Gaya,Niger,NE,11.8853,3.4549,Africa/Niamey,45465
Ayorou,Niger,NE,14.7328,0.9104,Africa/Niamey,33527
Lazaret,Niger,NE,13.5532,2.1182,Africa/Niamey,24282
Dabaga,Niger,NE,17.2667,8.1,Africa/Niamey,23969
Nguigmi,Niger,NE,14.2495,13.1092,Africa/Niamey,17897
Guidan Roumdji,Niger,NE,13.6575,6.6958,Africa/Niamey,17525
Baléyara,Niger,NE,13.7838,2.9523,Africa/Niamey,16063
Galmi,Niger,NE,13.9667,5.6744,Africa/Niamey,13888
Tounfafi,Niger,NE,14.0464,5.9812,Africa/Niamey,9530
Bandio,Niger,NE,13.8888,1.0896,Africa/Niamey,9237
Kawara,Niger,NE,14.0706,5.6715,Africa/Niamey,9064
Toulou,Niger,NE,14.1675,5.1969,Africa/Niamey,8785
Kingston,Norfolk Island,NF,-29.05,167.9667,Pacific/Norfolk,341
Lagos,Nigeria,NG,6.4561,3.3936,Africa/Lagos,16637000
